NCTNumber,InterventionDescription,impurity,clean_text
NCT01850576,"STEP is based on social learning theory and provides age-appropriate and culturally acceptable HIV prevention information in a format that encourages information growth and skills enhancement. The program is delivered by 'Instructors,' undergraduate college students aged 18-24, one hour per week for 10 weeks.",0.0,"STEP is based on social learning theory and provides age-appropriate and culturally acceptable HIV prevention information in a format that encourages information growth and skills enhancement. The program is delivered by 'Instructors,' undergraduate college students aged -, one hour per week for  weeks."
NCT01784783,"If the male partner chooses not to complete the study questionnaire, he may decline and participate only in the HOPE intervention component of the study. (This does not preclude the possibility of the female partner continuing to participate in the study.) Investigators anticipate that this will occur and also expect that some women and male partners randomized to the intervention arm will refuse the HOPE intervention when offered. Study staff will attempt to collect data on reasons for refusal to participate and will continue to follow these couples through 6 months postpartum to collect maternal and infant outcome data, provided the female partner does not withdraw from the study.

Key educational messages will be presented using an electronic tablet highlighting key messages and will include with relevant images as visual aids. This will help to facilitate comprehension and ensure that all relevant materials are covered during each intervention session.",0.0,"If the male partner chooses not to complete the study questionnaire, he may decline and participate only in the HOPE intervention component of the study. This does not preclude the possibility of the female partner continuing to participate in the study. Investigators anticipate that this will occur and also expect that some women and male partners randomized to the intervention arm will refuse the HOPE intervention when offered. Study staff will attempt to collect data on reasons for refusal to participate and will continue to follow these couples through  months postpartum to collect maternal and infant outcome data, provided the female partner does not withdraw from the study. Key educational messages will be presented using an electronic tablet highlighting key messages and will include with relevant images as visual aids. This will help to facilitate comprehension and ensure that all relevant materials are covered during each intervention session."
NCT01756469,Behavioral Intervention for Alcohol Use,0.0,Behavioral Intervention for Alcohol Use
NCT01645865,"Health facilities where PMTCT services are available in the traditional clinical setting with HIV testing and counseling, PMTCT support, and enrollment in care and treatment.",0.0,"Health facilities where PMTCT services are available in the traditional clinical setting with HIV testing and counseling, PMTCT support, and enrollment in care and treatment."
NCT01630304,"Weekly text message ""Mambo?"" (""How are you?"") to which participants are required to respond either ""Shida"" (problem) or ""Sawa"" (OK) within 48 hours. Shida responses and participants who do not respond are called by a clinician.",0.0,"Weekly text message ""Mambo?"" ""How are you?"" to which participants are required to respond either ""Shida"" problem or ""Sawa"" OK within  hours. Shida responses and participants who do not respond are called by a clinician."
NCT01557998,"HIV-positives will receive prevention with positives (PwP) counseling and point of care CD4 counts. Those with CD4 <500/μL will be assigned a peer case manager to link the person to ART at study-participating HIV clinics, support ART and PwP adherence and care retention.",0.0036900369003690036,"HIV-positives will receive prevention with positives PwP counseling and point of care CD counts. Those with CD </μL will be assigned a peer case manager to link the person to ART at study-participating HIV clinics, support ART and PwP adherence and care retention."
NCT01571128,Combination HIV Prevention: Male-Specific Intervention Package at the Mobile Health events and longitudinal follow up of cohorts.,0.0,Combination HIV Prevention Male-Specific Intervention Package at the Mobile Health events and longitudinal follow up of cohorts.
NCT01503255,6 weekly 90-minute group sessions,0.0,weekly -minute group sessions
NCT01501864,"Comprehensive school support is provided that includes payment of school fees, school uniform, and a nurse researcher who monitors attendance and addresses problems that may lead to school absence and dropout.",0.0,"Comprehensive school support is provided that includes payment of school fees, school uniform, and a nurse researcher who monitors attendance and addresses problems that may lead to school absence and dropout."
NCT01157442,"At enrollment a study nurse will send the intervention group a weekly SMS message reminding them to attend antenatal care. Starting at 36 weeks gestational age, an automated bulk SMS management system, will send the intervention group 3 SMS text messages (using non descript slogans) each week by proxy reminding them to take their nevirapine in labor. From time of delivery to 6 weeks postpartum the women will aslo receive 3 SMS messages per week reminding them to attend their 6 week checkup and 6 week infant visit.Upon receiving these messages women in the intervention group can text back if they have any concerns or questions. These women would then receive phone calls from the study nurse triaged according to the women's needs.",0.0,"At enrollment a study nurse will send the intervention group a weekly SMS message reminding them to attend antenatal care. Starting at  weeks gestational age, an automated bulk SMS management system, will send the intervention group  SMS text messages using non descript slogans each week by proxy reminding them to take their nevirapine in labor. From time of delivery to  weeks postpartum the women will aslo receive  SMS messages per week reminding them to attend their  week checkup and  week infant visit.Upon receiving these messages women in the intervention group can text back if they have any concerns or questions. These women would then receive phone calls from the study nurse triaged according to the women's needs."
NCT01058694,Short message services were sent to randomly selected consenting subjects on ARV therapy. The frequency and content of the message is varied in a factorial design.,0.0,Short message services were sent to randomly selected consenting subjects on ARV therapy. The frequency and content of the message is varied in a factorial design.
NCT00792519,group support,0.0,group support
NCT00273780,Three adherence counseling sessions will be given to participants in the trial. Two sessions will occur prior to initiation of antiretroviral medications and one session will be given one month after drug administration.,0.0,Three adherence counseling sessions will be given to participants in the trial. Two sessions will occur prior to initiation of antiretroviral medications and one session will be given one month after drug administration.
NCT00241202,"Participants receive the Symptom Management Manual, and are shown an example. They are given the Manual to take home with them and use.",0.0,"Participants receive the Symptom Management Manual, and are shown an example. They are given the Manual to take home with them and use."
NCT00194545,Caregivers expected to complete medication diaries daily,0.0,Caregivers expected to complete medication diaries daily
NCT00146380,"Zidovudine 300mg po bid from 34 weeks gestation to 6 months postpartum Lamivudine 150mg po bid from 34 weeks gestation to 6 months postpartum AND EITHER Nevirapine 200mg po qd for 2 weeks as lead in then bid from 34 weeks gestation to 6 months postpartum OR Nelfinavir 1250mg po bid from 34 weeks gestation to 6 months postpartum

ARVs continued for those that meet WHO treatment criteria",0.0,Zidovudine mg po bid from  weeks gestation to  months postpartum Lamivudine mg po bid from  weeks gestation to  months postpartum AND EITHER Nevirapine mg po qd for  weeks as lead in then bid from  weeks gestation to  months postpartum OR Nelfinavir mg po bid from  weeks gestation to  months postpartum ARVs continued for those that meet WHO treatment criteria
NCT05525533,The investigators will collect AGYW customer feedback using a short USSD-based survey and randomize whether shopkeepers receive 1) No feedback; 2) Private feedback; or 3) Public feedback,0.0,The investigators will collect AGYW customer feedback using a short USSD-based survey and randomize whether shopkeepers receive  No feedback  Private feedback or  Public feedback
NCT05373095,"The intervention includes up to 3 cash transfers of 22,500 Tanzanian Shillings (~$10) paired with attendance at each of the three adapted enhanced adherence counseling sessions (PKC sessions). The first cash transfer will occur at enrollment; the next two cash transfers are payable upon visit attendance and attendance of the two remaining PKC sessions. The cash transfers will include extra funds for transaction fees, typically <$1.",0.0022988505747126436,"The intervention includes up to  cash transfers of , Tanzanian Shillings ~$ paired with attendance at each of the three adapted enhanced adherence counseling sessions PKC sessions. The first cash transfer will occur at enrollment the next two cash transfers are payable upon visit attendance and attendance of the two remaining PKC sessions. The cash transfers will include extra funds for transaction fees, typically <$."
NCT05374109,"Mental health is associated with ART adherence and HIV outcomes. SYV was designed to address the specific challenges of young people living (YPLWH) with HIV in Tanzania. SYV includes 10 group sessions (two sessions held jointly with caregivers) lasting approximately 90 minutes and two individual sessions delivered by trained young adult group leaders who use a manualized protocol that is designed to scale in low resource settings. The intervention is applied to the Social Action Theory (SAT), a theoretical framework used to determine factors that influence health behavior. Building off a SAT resilience framework for YPLWH, components of evidence-based treatment models to influence cognitive, self, and social regulation to improve behavioral health outcomes will be strategically used.",0.0,"Mental health is associated with ART adherence and HIV outcomes. SYV was designed to address the specific challenges of young people living YPLWH with HIV in Tanzania. SYV includes  group sessions two sessions held jointly with caregivers lasting approximately  minutes and two individual sessions delivered by trained young adult group leaders who use a manualized protocol that is designed to scale in low resource settings. The intervention is applied to the Social Action Theory SAT, a theoretical framework used to determine factors that influence health behavior. Building off a SAT resilience framework for YPLWH, components of evidence-based treatment models to influence cognitive, self, and social regulation to improve behavioral health outcomes will be strategically used."
NCT05357144,"Consenting drug shops will receive:

training on Malkia Klabu implementation;
HIVST training (same as comparison drug shops);
procedures for referring to youth-friendly HIV/SRH services;
a monthly supply of HIVST reserved for free distribution to AGYW, with ""free"" price stickers and pre-packaged with referral information; and
reimbursement for SRH products given to AGYW (e.g., birth control pills).",0.0,"Consenting drug shops will receive training on Malkia Klabu implementation HIVST training same as comparison drug shops procedures for referring to youth-friendly HIV/SRH services a monthly supply of HIVST reserved for free distribution to AGYW, with ""free"" price stickers and pre-packaged with referral information and reimbursement for SRH products given to AGYW e.g., birth control pills."
NCT05306938,"Adolescent Wellness Visits (AWVs) are a new health service platform for reaching young adolescents with HTC and other evidence-based prevention services which are clinic-based and school-facilitated. The AWVs bundle the following health screenings, education, and counseling on: nutrition, vision, dental, mental health (depression), contraception, sexually transmitted infections, and optional HIV testing.",0.0,"Adolescent Wellness Visits AWVs are a new health service platform for reaching young adolescents with HTC and other evidence-based prevention services which are clinic-based and school-facilitated. The AWVs bundle the following health screenings, education, and counseling on nutrition, vision, dental, mental health depression, contraception, sexually transmitted infections, and optional HIV testing."
NCT05271903,"The MAMA intervention will be based on PRONTO International's simulation training program to improve obstetric care delivery. The PRONTO curriculum is based on simulation and debrief of clinical scenarios, case-based learning, skills stations, and interactive teamwork and communication activities. Through the training, providers review and learn clinical skills related to obstetric care and emergencies, while reflecting on and practicing principles of respectful maternity care. The simulation exercises give providers and opportunity to ""act"" as the patient and develop empathy for the patient experience, and debriefing after simulation includes a reflection and discussion about RMC principles. The training will be two full days, followed by a refresher training in the clinical setting after one month.",0.0,"The MAMA intervention will be based on PRONTO International's simulation training program to improve obstetric care delivery. The PRONTO curriculum is based on simulation and debrief of clinical scenarios, case-based learning, skills stations, and interactive teamwork and communication activities. Through the training, providers review and learn clinical skills related to obstetric care and emergencies, while reflecting on and practicing principles of respectful maternity care. The simulation exercises give providers and opportunity to ""act"" as the patient and develop empathy for the patient experience, and debriefing after simulation includes a reflection and discussion about RMC principles. The training will be two full days, followed by a refresher training in the clinical setting after one month."
NCT05248100,"The intervention is a one-time cash transfer of 22,500 Tanzanian Shillings (~$10), with half (11,250 TSH) delivered upon enrollment in the study and half delivered after confirmation of the completion of a clinical visit if within 90 days of study enrollment.",0.0,"The intervention is a one-time cash transfer of , Tanzanian Shillings ~$, with half , TSH delivered upon enrollment in the study and half delivered after confirmation of the completion of a clinical visit if within  days of study enrollment."
NCT05033002,The Labda Siku Moja stigma reduction intervention is a tailored stigma reduction intervention for women living with HIV in Tanzania. It is comprised of five ethnodramas (video stories) culturally and linguistically relevant to the Tanzanian women living with HIV.,0.0,The Labda Siku Moja stigma reduction intervention is a tailored stigma reduction intervention for women living with HIV in Tanzania. It is comprised of five ethnodramas video stories culturally and linguistically relevant to the Tanzanian women living with HIV.
NCT04863898,"We will adapt the HP+ health facility HIV stigma-reduction intervention to focus on drug stigma in HIV CTCs. The intervention will address key stigma drivers, including fear, awareness of stigma, and stigmatizing attitudes and beliefs, through a participatory training approach that involves all levels of staff and is grounded in social cognitive theory principles. The approach seeks to reduce stigma through fostering empathy, interpersonal interactions (contact strategies) and building efficacy for stigma reduction through awareness, skills, and knowledge building. The intervention consists of five-2.5 hour participatory training sessions.",0.0,"We will adapt the HP+ health facility HIV stigma-reduction intervention to focus on drug stigma in HIV CTCs. The intervention will address key stigma drivers, including fear, awareness of stigma, and stigmatizing attitudes and beliefs, through a participatory training approach that involves all levels of staff and is grounded in social cognitive theory principles. The approach seeks to reduce stigma through fostering empathy, interpersonal interactions contact strategies and building efficacy for stigma reduction through awareness, skills, and knowledge building. The intervention consists of five-. hour participatory training sessions."
NCT04696861,"Participants will receive three counseling sessions at two week intervals, delivered by telehealth by a trained psychiatric nurse, focused on managing suicidal ideation and enhancing HIV care engagement.",0.0,"Participants will receive three counseling sessions at two week intervals, delivered by telehealth by a trained psychiatric nurse, focused on managing suicidal ideation and enhancing HIV care engagement."
NCT04201353,"The intervention is a monthly cash transfer of 22,500 Tanzanian Shillings (~$10) for up to 6 months conditional on visit attendance.",0.0,"The intervention is a monthly cash transfer of , Tanzanian Shillings ~$ for up to  months conditional on visit attendance."
NCT04071873,"Participants will undergo an HIV 1/2 antibody point of care test (Oraquick) and receive pre- and post-test counselling.Participants with positive tests will be referred to the HIV clinic for Western Blot confirmation, and linkage to care.",0.0,"Participants will undergo an HIV / antibody point of care test Oraquick and receive pre- and post-test counselling.Participants with positive tests will be referred to the HIV clinic for Western Blot confirmation, and linkage to care."
NCT03600142,"Maisha is a brief, scalable, theory-based counseling intervention that addresses HIV stigma at entry into antenatal care. The intervention will be developed in a formative phase and includes 1) a video and counseling session prior to HIV testing that addresses HIV stigma, and 2) two post-test HIV counseling sessions for HIV-infected individuals, building on the video content to provide emotional support, address stigma, and reinforce the value of care engagement.",0.0,"Maisha is a brief, scalable, theory-based counseling intervention that addresses HIV stigma at entry into antenatal care. The intervention will be developed in a formative phase and includes  a video and counseling session prior to HIV testing that addresses HIV stigma, and  two post-test HIV counseling sessions for HIV-infected individuals, building on the video content to provide emotional support, address stigma, and reinforce the value of care engagement."
NCT03454373,"Participants who were found to have been lost to care will receive standard of care plus a one-time ""re-start"" incentive of 22,500 TZS to return to care",0.0,"Participants who were found to have been lost to care will receive standard of care plus a one-time ""re-start"" incentive of , TZS to return to care"
NCT03098693,Access to home-based HIV self-testing kits for stable couples.,0.0,Access to home-based HIV self-testing kits for stable couples.
NCT02938533,"The intervention includes a clinic-based component and a take-home component. All components include the priming image of a Baobab tree. The clinic-based component is an interactive poster that rewarded appointment attendance. Patients who attend three consecutive on-time visits are congratulated and given a colored sticker to place on a poster that is publicly displayed at the clinic. In one clinic, the take-home component is a 2015 calendar in Kiswahili that contained the priming Baobab image. In the other clinic, the take-home component is a small plastic pillbox featuring the Baobab logo.",0.0,"The intervention includes a clinic-based component and a take-home component. All components include the priming image of a Baobab tree. The clinic-based component is an interactive poster that rewarded appointment attendance. Patients who attend three consecutive on-time visits are congratulated and given a colored sticker to place on a poster that is publicly displayed at the clinic. In one clinic, the take-home component is a  calendar in Kiswahili that contained the priming Baobab image. In the other clinic, the take-home component is a small plastic pillbox featuring the Baobab logo."
NCT02888288,"Includes a standard format of greetings, review of last session content, homework discussion, new topic, assigning homework and ends with a fun activity, relaxation or game. First session is a joint session with youth and caregivers. Topics include common stresses and worries experienced by HIV+ youth; relaxation and coping techniques; cognitive behavioral triangle; story of finding out HIV status and if willing, to discuss this in an individual session, peer group session, and with caregiver; identify circles of support; discuss stigma and how to disclose HIV status to others; consider values, hopes and dreams for the future, and how to use this information to live positively with HIV. ART adherence is woven into case examples and discussions.",0.0,"Includes a standard format of greetings, review of last session content, homework discussion, new topic, assigning homework and ends with a fun activity, relaxation or game. First session is a joint session with youth and caregivers. Topics include common stresses and worries experienced by HIV+ youth relaxation and coping techniques cognitive behavioral triangle story of finding out HIV status and if willing, to discuss this in an individual session, peer group session, and with caregiver identify circles of support discuss stigma and how to disclose HIV status to others consider values, hopes and dreams for the future, and how to use this information to live positively with HIV. ART adherence is woven into case examples and discussions."
NCT02714140,Participants will be offered 3 HIV testing options. The investigators will rank the predicted utility of all EXISTING HIV testing options for each participant and select those 3 PB-HCT options that jointly maximize the share of participants predicted to prefer at least one of the three options over the common option.,0.0,Participants will be offered  HIV testing options. The investigators will rank the predicted utility of all EXISTING HIV testing options for each participant and select those  PB-HCT options that jointly maximize the share of participants predicted to prefer at least one of the three options over the common option.
NCT03023033,SMS appointment reminders and health messaging via mobile phones,0.0,SMS appointment reminders and health messaging via mobile phones
NCT02376348,"Sites randomized to the intervention arm will receive all activities in the control arm, plus additional demand-creation communication messages that focus on the non-HIV benefits of VMMC and the voluntary nature of HIV testing prior to VMMC ii) use of already circumcised men from the community as auxiliary peer promoters, iii) separate waiting and group education areas for men aged 20 years and above during service delivery, iv) engagement of female partners in community-based demand creation and education and counselling about wound healing and post-circumcision abstinence.",0.0,"Sites randomized to the intervention arm will receive all activities in the control arm, plus additional demand-creation communication messages that focus on the non-HIV benefits of VMMC and the voluntary nature of HIV testing prior to VMMC ii use of already circumcised men from the community as auxiliary peer promoters, iii separate waiting and group education areas for men aged  years and above during service delivery, iv engagement of female partners in community-based demand creation and education and counselling about wound healing and post-circumcision abstinence."
NCT02281578,"The combination package will include integrated biomedical, behavioral and structural components: (1) mobile HIV testing and risk reduction counseling; (2) service navigation to facilitate access to treatment and retention in care; (3) sensitivity training for HIV clinical care providers; (4) SMS text messages to promote adherence to care and ART; (5) venue-based peer education and condom distribution; and (6) a community drop-in-center to promote cohesion and collective action to reduce stigma and discrimination.",0.0,"The combination package will include integrated biomedical, behavioral and structural components  mobile HIV testing and risk reduction counseling  service navigation to facilitate access to treatment and retention in care  sensitivity training for HIV clinical care providers  SMS text messages to promote adherence to care and ART  venue-based peer education and condom distribution and  a community drop-in-center to promote cohesion and collective action to reduce stigma and discrimination."
NCT02018978,"HIV Voluntary Counseling and Testing at Community Prevention Center-The center will be open to all community members.
Community Mobilization-HIV/AIDS and VCT information will be disseminated with pamphlets, community discussions, and meetings.
Risk Assessment and Triaged Counseling and Recruitment-Clients identified at high-risk for HIV infection and HIV-infected clients we be offered an additional counseling session. Participation will be incentivized. These clients will also be provided with up to 3 referral cards to give to sexual partners. If partners come for VCT, they will receive a small incentive.
Incentives & Support Activities - Modest and ethically appropriate incentives, including those providing nutritional support (food), health and hygiene benefits (bed nets), transport to access interventions, or income generation potential, will be provided for participation in some project interventions, and these will be graduated based on HIV risk potential.",0.0010256410256410256,"HIV Voluntary Counseling and Testing at Community Prevention Center-The center will be open to all community members. Community Mobilization-HIV/AIDS and VCT information will be disseminated with pamphlets, community discussions, and meetings. Risk Assessment and Triaged Counseling and Recruitment-Clients identified at high-risk for HIV infection and HIV-infected clients we be offered an additional counseling session. Participation will be incentivized. These clients will also be provided with up to  referral cards to give to sexual partners. If partners come for VCT, they will receive a small incentive. Incentives Support Activities Modest and ethically appropriate incentives, including those providing nutritional support food, health and hygiene benefits bed nets, transport to access interventions, or income generation potential, will be provided for participation in some project interventions, and these will be graduated based on HIV risk potential."
NCT01746758,"The text messaging system has been designed to use codes of reproductive health conditions and their treatments. Text messages are sent by drug stores and received at the dispensaries, forwarded by a bespoke software called Snapshot, which captures data online from any computer anywhere by use of a login for confidentiality.",0.0,"The text messaging system has been designed to use codes of reproductive health conditions and their treatments. Text messages are sent by drug stores and received at the dispensaries, forwarded by a bespoke software called Snapshot, which captures data online from any computer anywhere by use of a login for confidentiality."
NCT01693458,"The intervention is based on an Appreciative Inquiry approach that comprises a 10-session program based on learning by doing rather than factual classroom type learning, although it includes discussion of relevant facts about HIV, and other STIs. The intervention is based on the template of Stepping Stones (Jewkes et al., 2008), which is internationally one of the most widely used participatory behavioral interventions targeting sexual health. The Stepping Stones curriculum was shortened and radically adapted from more than 20 sessions. However NAMWEZA borrows generously from many of the exercises and games. It also employs the successful experience of stratification by age and sex to engage 4 different working groups (younger and older, male and female).",0.0,"The intervention is based on an Appreciative Inquiry approach that comprises a -session program based on learning by doing rather than factual classroom type learning, although it includes discussion of relevant facts about HIV, and other STIs. The intervention is based on the template of Stepping Stones Jewkes et al., , which is internationally one of the most widely used participatory behavioral interventions targeting sexual health. The Stepping Stones curriculum was shortened and radically adapted from more than  sessions. However NAMWEZA borrows generously from many of the exercises and games. It also employs the successful experience of stratification by age and sex to engage  different working groups younger and older, male and female."
NCT00941876,Seven key steps carried out by CTC and FP staff to encourage completion of FP referral by CTC.,0.0,Seven key steps carried out by CTC and FP staff to encourage completion of FP referral by CTC.
NCT00631384,Offer women coming to antenatal clinics to have their husbands come with them for couples VCT,0.0,Offer women coming to antenatal clinics to have their husbands come with them for couples VCT
NCT00203749,"COMMUNITY MOBILIZATION. This component of the intervention uses community outreach to enhance the uptake of VCT, thus increasing the rate of HIV testing and frequency of discussions about HIV and reducing stigma through community education and mobilization.

EASY ACCESS TO VCT. This component is designed to remove practical barriers and increase safety of VCT. Mobile vans or temporary units set up at local community sites will provide free, anonymous VCT in specific, chosen sites where people gather, such as market areas, shopping centers, and community centers.

POST-TEST SUPPORT SERVICES. This component is designed to build psychosocial support to improve the quality of life for individuals diagnosed with HIV. The expected outcomes include a reduction in social harm, an increase in social support through disclosure to those most likely to provide support, and a reduction in internalized stigma. Social support should also decrease the behavioral risk of further transmission.",0.0,"COMMUNITY MOBILIZATION. This component of the intervention uses community outreach to enhance the uptake of VCT, thus increasing the rate of HIV testing and frequency of discussions about HIV and reducing stigma through community education and mobilization. EASY ACCESS TO VCT. This component is designed to remove practical barriers and increase safety of VCT. Mobile vans or temporary units set up at local community sites will provide free, anonymous VCT in specific, chosen sites where people gather, such as market areas, shopping centers, and community centers. POST-TEST SUPPORT SERVICES. This component is designed to build psychosocial support to improve the quality of life for individuals diagnosed with HIV. The expected outcomes include a reduction in social harm, an increase in social support through disclosure to those most likely to provide support, and a reduction in internalized stigma. Social support should also decrease the behavioral risk of further transmission."
NCT05943548,"HIV testing, referral, care linkage, and medication adherence support",0.0,"HIV testing, referral, care linkage, and medication adherence support"
NCT05917210,Standard TB-EC by healthcare workers,0.0,Standard TB-EC by healthcare workers
NCT05947539,"The intervention consists of 5 bi-weekly sessions each lasting 60 to 90 minutes. It uses motivational interviewing, peer navigation, and behavioral economics to promote strategies for economic strengthening, reductions in male partner alcohol use, coping with relationship conflict and stress, changing norms that reduce intimate partner violence and support engagement in HIV care and antiretroviral therapy (ART) adherence among adolescent girls and young women living with HIV, and, thereby, enhances future sustained viral suppression and benefits of treatment as prevention.",0.0,"The intervention consists of  bi-weekly sessions each lasting  to  minutes. It uses motivational interviewing, peer navigation, and behavioral economics to promote strategies for economic strengthening, reductions in male partner alcohol use, coping with relationship conflict and stress, changing norms that reduce intimate partner violence and support engagement in HIV care and antiretroviral therapy ART adherence among adolescent girls and young women living with HIV, and, thereby, enhances future sustained viral suppression and benefits of treatment as prevention."
NCT05771519,This will be a biobehavioral intervention focused on helping men with HIV to disclose their HIV status to a personal confidant inclusive with specific focus on sexual partners.,0.0,This will be a biobehavioral intervention focused on helping men with HIV to disclose their HIV status to a personal confidant inclusive with specific focus on sexual partners.
NCT05688709,"YLHIVA assigned to the WhatsApp group will interact with each other and their peer counsellors through one-on-one private communications and on the group chat. The group chat will allow YLHIVA to ask questions, post comments, and reply to one another at any time. We shall share education videos once a week at a time agreed upon with study participants to optimize assimilation of information. In addition, peer counsellor will engage in private WhatsApp calls with youth once a week, to monitor psychosocial state, medication adherence, identify barriers to adherence and counsel YLHIVA. However, youth may initiate in more private communications' when need arises. The peer counsellor will also engage with YLHIVA daily through WhatsApp messages. We will tailor the messages to young people's treatment schedules, clinic appointments, and psychosocial state. Again, youth may text a peer counsellor whenever they wish to do so.",0.0,"YLHIVA assigned to the WhatsApp group will interact with each other and their peer counsellors through one-on-one private communications and on the group chat. The group chat will allow YLHIVA to ask questions, post comments, and reply to one another at any time. We shall share education videos once a week at a time agreed upon with study participants to optimize assimilation of information. In addition, peer counsellor will engage in private WhatsApp calls with youth once a week, to monitor psychosocial state, medication adherence, identify barriers to adherence and counsel YLHIVA. However, youth may initiate in more private communications' when need arises. The peer counsellor will also engage with YLHIVA daily through WhatsApp messages. We will tailor the messages to young people's treatment schedules, clinic appointments, and psychosocial state. Again, youth may text a peer counsellor whenever they wish to do so."
NCT05685498,"This behavioral intervention is centered on the distribution of HIV self-test kits to men through their respective peer-leaders. The investigators have identified up to 18 social network groups; each group is represented by 1-2 peer-leaders who were selected during community engagement meetings. Peer-leaders have received a 3-day training in the HIV self-testing processes, communication skills, existing referral mechanisms, and basic counseling skills. After the training, each peer-leader nominated up to 20 male members (15+ years) from within their social networks who were screened for study eligibility. Eligible male social network members were administered a baseline interview and requested to go to their peer-leaders to obtain their HIV self-test kits.",0.0,"This behavioral intervention is centered on the distribution of HIV self-test kits to men through their respective peer-leaders. The investigators have identified up to  social network groups each group is represented by - peer-leaders who were selected during community engagement meetings. Peer-leaders have received a -day training in the HIV self-testing processes, communication skills, existing referral mechanisms, and basic counseling skills. After the training, each peer-leader nominated up to  male members + years from within their social networks who were screened for study eligibility. Eligible male social network members were administered a baseline interview and requested to go to their peer-leaders to obtain their HIV self-test kits."
NCT05597865,Economic Empowerment Intervention comprising Financial Literacy Sessions and Youth Development Accounts,0.0,Economic Empowerment Intervention comprising Financial Literacy Sessions and Youth Development Accounts
NCT05600621,"Participants will be assigned to receive FLT workshops which are implemented by community-level agencies in collaboration with the financial institutions. FLT comprises six workshops delivered over 6 weeks. Topics include: a) an introduction to the notion of asset-building; b) coverage of asset-building strategies in detail, e.g., saving; c) coverage of specific topics related to saving, e.g., the importance of saving and how to save, d) an introduction of banking services to participants and e) coverage of basics of borrowing and debt management. Participants from the same location, in this case, clinics are assigned to the same group. Workshops occur on weekends to accommodate participants week-day schedules, including school and/or gardening.",0.0,"Participants will be assigned to receive FLT workshops which are implemented by community-level agencies in collaboration with the financial institutions. FLT comprises six workshops delivered over  weeks. Topics include a an introduction to the notion of asset-building b coverage of asset-building strategies in detail, e.g., saving c coverage of specific topics related to saving, e.g., the importance of saving and how to save, d an introduction of banking services to participants and e coverage of basics of borrowing and debt management. Participants from the same location, in this case, clinics are assigned to the same group. Workshops occur on weekends to accommodate participants week-day schedules, including school and/or gardening."
NCT05388084,Male partners of women randomized to the intervention arm will receive a phone call from the male peer to encourage them to test for HIV at the clinic. Male peer fathers will offer to meet men at the clinic and guide them through the process of HIV testing. Men who are not willing/able to attend the clinic for HIV testing will be offered testing in a private and confidential location in the community; the peer male counselor meet men and offer to assist them through the process of using and interpreting an oral HIVST. Men who are not interested in testing with the peer father will be offered the HIVST kit to take home. Peer fathers will obtain men's consent to participate in the study.,0.0,Male partners of women randomized to the intervention arm will receive a phone call from the male peer to encourage them to test for HIV at the clinic. Male peer fathers will offer to meet men at the clinic and guide them through the process of HIV testing. Men who are not willing/able to attend the clinic for HIV testing will be offered testing in a private and confidential location in the community the peer male counselor meet men and offer to assist them through the process of using and interpreting an oral HIVST. Men who are not interested in testing with the peer father will be offered the HIVST kit to take home. Peer fathers will obtain men's consent to participate in the study.
NCT05378607,"Wisepill data on adherence will be collected remotely. Every three months, participants have a chance to participate in a prize drawing for an airtime reward of 500, 5,000, or 10,000 Ugandan Shillings if adherence matches or exceeds the subgoal chosen by the study coordinator. Subgoals will gradually increase from the participant's baseline adherence up to 90%. Prize drawings can be done during regularly scheduled clinic visits if the participant has a visit corresponding to the 3-month mark or remotely via SMS text message.",0.0,"Wisepill data on adherence will be collected remotely. Every three months, participants have a chance to participate in a prize drawing for an airtime reward of , ,, or , Ugandan Shillings if adherence matches or exceeds the subgoal chosen by the study coordinator. Subgoals will gradually increase from the participant's baseline adherence up to %. Prize drawings can be done during regularly scheduled clinic visits if the participant has a visit corresponding to the -month mark or remotely via SMS text message."
NCT05307250,"In addition to the BSOC, ALHIV and their caregivers will participate in a family strengthening intervention plus a family economic empowerment intervention.

MFG is an evidence-based family-centered, group-delivered, evidence-informed, strength-based 10-session (weekly) intervention for children whose families struggle with poverty. Six additional sessions covering HIV stigma stigma-related issues will be added.

ALHIV will receive a YDA with a 1:1 matched savings program at a financial institution accredited by the Bank of Uganda. Each YDA will be opened in the name of the adolescent, with their primary caregiver as a co-signer, until the adolescent turns 18 years. The account will then be matched with money from the program on 1:1 rate.",0.0,"In addition to the BSOC, ALHIV and their caregivers will participate in a family strengthening intervention plus a family economic empowerment intervention. MFG is an evidence-based family-centered, group-delivered, evidence-informed, strength-based -session weekly intervention for children whose families struggle with poverty. Six additional sessions covering HIV stigma stigma-related issues will be added. ALHIV will receive a YDA with a  matched savings program at a financial institution accredited by the Bank of Uganda. Each YDA will be opened in the name of the adolescent, with their primary caregiver as a co-signer, until the adolescent turns  years. The account will then be matched with money from the program on  rate."
